Dataset_ID,Species,Individual_ID,Tag ID,Local ID,Sex,Length,Length_measurement,deploy_lat,deploy_long,Data_type,track_start,track_end,data_days,Data_recovery,Time.series,sampling_freq_sec_max,pop_lat,pop_long,realm_start,realm_end,FAO_start,FAO_end,realm_consistent,FAO_consisent
33,Galapagos shark,432,123091,GAL12,M,240,FL,-7.8968,-14.4397,Time-series,25/06/2016,12/9/2016,70,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,433,123097,GAL13,M,239,FL,-7.8965,-14.4396,Time-series,28/06/2016,26/09/2016,85,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,434,123098,GAL16,F,260,FL,-7.96378,-14.43341,Time-series,15/08/2016,5/11/2016,16,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,435,123096,GAL19,F,216,FL,-7.94822,-14.45289,Time-series,14/08/2016,11/11/2016,75,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,436,169035,GAL26,F,125,FL,-9.76836,-12.0938,Time-series,31/05/2017,8/7/2017,39,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
33,Galapagos shark,437,169027,GAL27,M,164,FL,-9.76729,-12.09296,Time-series,31/05/2017,18/07/2017,49,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
34,Oceanic whitetip shark,438,165730,,M,146,FL,-8.43087,-17.07103,Time-series,19/05/2017,10/7/2017,53,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
34,Oceanic whitetip shark,439,165733,OCE02,F,137,FL,-8.42918,-17.07345,Time-series,21/05/2017,14/07/2017,55,transmitted,Yes,600,NA,NA,21,NA,47,NA,1,1
35,Silky shark,440,169019,SILK22,M,100,FL,-9.74124,-12.81609,Time-series,25/01/2018,4/2/3018,11,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
36,Tiger shark,441,123093,TIG01,M,292,FL,-7.9022,-14.4418,Time-series,21/06/2016,8/7/2016,18,transmitted,Yes,300,NA,NA,21,NA,47,NA,1,1
37,Common sawshark,442,167262,167262,M,106,TL,-41.017,148.255,Time-series,7/12/2016,29/12/2016,23,transmitted,Yes,900,-41.637,148.498,26,26,57,57,1,1
37,Common sawshark,443,167263,167263,M,102,TL,-40.997,148.334,Time-series,7/12/2016,22/12/2016,16,transmitted,Yes,120,-33.769,151.107,26,26,57,81,1,0
37,Common sawshark,444,167264,167264,M,110,TL,-40.999,148.344,Time-series,7/12/2016,14/12/2016,8,transmitted,Yes,240,-43.094,148.412,26,26,57,57,1,1
38,Blue shark,445,126616,SPLASH289,M,229,FL,-36.8219986,175.9420013,Time-series,27/03/2013,20/11/2013,43,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
38,Blue shark,446,126617,SPLASH289,F,208,FL,-36.89199829,175.9199982,Time-series,6/3/2013,2/9/2013,44,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
38,Blue shark,447,134168,SPLASH316,F,160,FL,-36.80699921,175.9019928,Time-series,8/1/2014,1/7/2014,46,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
38,Blue shark,448,134169,SPLASH316,M,150,FL,-36.03499985,175.4149933,Time-series,17/12/2013,18/04/2014,18,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
38,Blue shark,449,134170,SPLASH289,F,215,FL,-35.93299866,175.6529999,Time-series,16/12/2013,18/09/2014,43,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
38,Blue shark,450,134171,SPLASH289,M,220,FL,-35.875,175.878006,Time-series,16/12/2013,4/7/2014,49,transmitted,Yes,600,NA,NA,28,NA,81,NA,1,1
39,Cuban dogfish,451,150491,150491,F,71,FL,24.843,-76.398,Time-series,7/10/2015,21/10/2015,50,transmitted,Yes,120,24.655,-76.192,11,11,31,31,1,1
40,Silvertip shark,452,148675,148675,F,NA,NA,19.02,-112.06,Time-series,1/5/2015,1/5/2015,32,transmitted,Yes,270,19.013,-112.061,12,29,77,61,0,0
41,Porbeagle shark,453,175804,175804,F,90,FL,43.39829,-70.29695,Time-series,23/09/2018,20/10/2018,28,transmitted,Yes,300,41.941,-67.152,11,11,21,21,1,1
41,Porbeagle shark,454,175805,175805,F,88,FL,43.3801,-70.13021,Time-series,9/7/2019,5/8/2019,28,transmitted,Yes,300,43.8729,-69.09936,11,11,21,21,1,1
41,Porbeagle shark,455,175808,175808,M,114,FL,42.321967,-70.314817,Time-series,1/10/2019,28/10/2019,28,transmitted,Yes,300,34.42441,-65.45969,11,18,21,31,0,0
41,Porbeagle shark,456,175809,175809,F,103,FL,43.37915,-70.13611,Time-series,13/07/2019,11/8/2019,29,transmitted,Yes,300,42.09463,-69.8221,11,11,21,21,1,1
41,Porbeagle shark,457,175813,175813,F,110,FL,42.7248,-70.281883,Time-series,27/06/2019,24/07/2019,28,transmitted,Yes,300,42.59671,-70.22028,11,11,21,21,1,1
41,Porbeagle shark,458,161793,161793,F,92,FL,43.569,-70.142,Time-series,12/8/2016,11/9/2016,31,transmitted,Yes,300,43.56,-70.077,11,11,21,21,1,1
41,Porbeagle shark,459,163391,163391,F,94,FL,43.372,-70.123667,Time-series,10/9/2016,7/10/2016,28,transmitted,Yes,300,NA,NA,11,NA,21,NA,1,1
41,Porbeagle shark,460,163393,163393,F,95.8,FL,43.104983,-48.989383,Time-series,19/09/2016,16/10/2016,28,transmitted,Yes,300,NA,NA,18,NA,21,NA,1,1
41,Porbeagle shark,461,163395,163395,M,94.6,FL,42.96095,-48.8401,Time-series,19/09/2016,16/10/2016,28,transmitted,Yes,300,NA,NA,18,NA,21,NA,1,1
41,Porbeagle shark,462,163396,163396,F,95,FL,44.564383,-48.238433,Time-series,5/9/2016,26/09/2016,22,transmitted,Yes,300,NA,NA,18,NA,21,NA,1,1
41,Porbeagle shark,463,163397,163397,F,102.1,FL,43.564017,-48.967317,Time-series,13/09/2016,10/10/2016,28,transmitted,Yes,300,NA,NA,18,NA,21,NA,1,1
41,Porbeagle shark,464,138242,138242,U,110,FL,43.21606,-70.08421,Time-series,30/06/2015,19/02/2016,29,transmitted,Yes,300,43.032,-67.188,11,11,21,21,1,1
41,Porbeagle shark,465,138240,138240,F,118.5,FL,43.23448,-70.07602,Time-series,11/7/2015,18/03/2016,226,transmitted,Yes,900,40.073,-68.92,11,11,21,21,1,1
42,Broadnose sevengill shark,466,83656,640,M,208,TL,-42.96907,147.431055,Archive,30/04/2008,18/06/2008,50,archival,Yes,10,-39.987,144.544,26,26,57,57,1,1
42,Broadnose sevengill shark,467,83657,83657,M,211,TL,-42.96907,147.431055,Histograms,2/5/2008,7/6/2008,37,transmitted,No,NA,-37.085056,150.152894,26,26,57,81,1,0
42,Broadnose sevengill shark,468,95354,701,M,214,TL,-43.025393,147.82411,Time-at-depth,5/5/2009,4/6/2009,31,transmitted,No,NA,-39.786952,148.636743,26,26,57,57,1,1
42,Broadnose sevengill shark,469,95353,705,M,216,TL,-42.96907,147.431055,Time-at-depth,3/6/2009,6/9/2009,90,transmitted,No,NA,-35.51938,150.786217,26,26,57,81,1,0
42,Broadnose sevengill shark,470,53505,53505,M,234,TL,-43.025393,147.82411,Archive,30/04/2010,29/09/2010,154,archival,Yes,10,NA,NA,26,NA,57,NA,1,1
43,Tiger shark,471,79974,79974,M,292,TL,-11.588367,144.031367,Histograms,10/12/2007,11/4/2009,88,transmitted,No,NA,NA,NA,13,NA,71,NA,1,1
43,Tiger shark,472,79973,79973,F,300,TL,-11.588367,144.031367,Histograms,13/12/2007,1/1/2008,11,transmitted,No,NA,NA,NA,13,NA,71,NA,1,1
43,Tiger shark,473,79972,79972,F,296,TL,-11.588367,144.031367,Histograms,18/12/2007,3/2/2009,65,transmitted,No,NA,NA,NA,13,NA,71,NA,1,1
43,Tiger shark,474,72587,Rainebow,F,350,TL,-11.5,144.2,Archive,26/11/2006,25/02/2007,92,archival,Yes,10,NA,NA,13,NA,71,NA,1,1
43,Tiger shark,475,79975,79975,F,368,TL,-11.588367,144.031367,Histograms,26/11/2007,20/07/2008,66,transmitted,No,NA,NA,NA,13,NA,71,NA,1,1
44,Basking shark,476,119842,,F,450,TL,56.963849,-6.681866,Archive,20/07/2012,5/8/2012,18,archival,Yes,10,NA,NA,3,NA,27,NA,1,1
44,Basking shark,477,119845,,M,450,TL,56.966237,-6.670554,Archive,20/07/2012,30/01/2013,196,archival,Yes,10,53.982,-13.726,3,18,27,27,0,1
44,Basking shark,478,119851,,U,550,TL,56.547567,-6.658992,Archive,25/07/2012,30/08/2012,38,archival,Yes,10,56.344,-7.033,3,3,27,27,1,1
44,Basking shark,479,119853,,M,650,TL,56.38395,-6.96243,Archive,26/07/2012,1/5/2013,281,archival,Yes,10,52.756,-10.788,3,3,27,27,1,1
44,Basking shark,480,119843,,M,750,TL,56.952861,-6.69233,Histograms,21/07/2012,26/11/2012,49,transmitted,No,NA,54.692,-4.801,3,3,27,27,1,1
44,Basking shark,481,119846,,F,650,TL,56.398717,-6.976831,Histograms,30/07/2012,13/01/2013,145,transmitted,No,NA,55.36,-6.396,3,3,27,27,1,1
44,Basking shark,482,119848,,U,550,TL,56.39535,-6.970917,Histograms,30/07/2012,17/08/2012,19,transmitted,No,NA,56.43,-6.698,3,3,27,27,1,1
44,Basking shark,483,119850,,F,850,TL,56.545906,-6.682978,Histograms,25/07/2012,11/8/2012,18,transmitted,No,NA,56.796,-6.723,3,3,27,27,1,1
44,Basking shark,484,119852,,F,650,TL,56.388955,-6.965233,Histograms,26/07/2012,11/11/2012,107,transmitted,No,NA,53.883,-5.098,3,3,27,27,1,1
44,Basking shark,485,129453,,U,450,TL,56.337075,-7.114699,Archive,31/07/2013,25/11/2013,119,archival,Yes,15,54.409,-5.222,3,3,27,27,1,1
44,Basking shark,486,129454,,F,550,TL,56.343294,-7.153968,Archive,22/07/2013,5/4/2014,260,archival,Yes,15,NA,NA,3,NA,27,NA,1,1
44,Basking shark,487,129455,,F,550,TL,56.345532,-7.154329,Archive,22/07/2013,26/04/2014,281,archival,Yes,15,51.357,-5.617,3,3,27,27,1,1
44,Basking shark,488,129456,,F,550,TL,56.358436,-7.14242,Archive,22/07/2013,26/04/2014,281,archival,Yes,15,51.971,-10.393,3,3,27,27,1,1
44,Basking shark,489,131890,,U,550,TL,56.323106,-7.126182,Archive,31/07/2013,28/09/2013,61,archival,Yes,15,55.446,-6.328,3,3,27,27,1,1
44,Basking shark,490,129442,,U,450,TL,56.321863,-7.124865,Histograms,31/07/2013,6/5/2014,251,transmitted,No,NA,57.495,-7.566,3,3,27,27,1,1
44,Basking shark,491,129451,,U,550,TL,56.318622,-7.127913,Time-series,4/8/2013,21/11/2013,23,transmitted,Yes,600,54.427,-4.764,3,3,27,27,1,1
44,Basking shark,492,129452,,F,550,TL,56.319403,-7.126269,Histograms,31/07/2013,4/5/2014,105,transmitted,No,NA,52.228,-4.339,3,3,27,27,1,1
44,Basking shark,493,129457,,U,750,TL,56.362578,-7.134906,Histograms,22/07/2013,29/01/2014,80,transmitted,No,NA,54.291,-4.87,3,3,27,27,1,1
44,Basking shark,494,129458,,U,450,TL,56.325239,-7.120917,Histograms,11/8/2013,7/5/2014,37,transmitted,No,NA,53.107,-10.096,3,3,27,27,1,1
44,Basking shark,495,129459,,U,450,TL,56.32213,-7.124717,Histograms,3/8/2013,9/3/2014,133,transmitted,No,NA,53.836,-5.277,3,3,27,27,1,1
44,Basking shark,496,137646,,M,650,TL,56.71872,-6.79494,Archive,24/07/2014,31/07/2014,9,archival,Yes,15,56.2893,-6.922,3,3,27,27,1,1
44,Basking shark,497,137649,,U,650,TL,56.70602,-6.44044,Archive,25/07/2014,7/12/2014,135,archival,Yes,15,54.6319,-8.8014,3,3,27,27,1,1
44,Basking shark,498,137653,,M,750,TL,56.62231,-6.46529,Archive,29/07/2014,11/9/2014,46,archival,Yes,15,55.3476,-6.6781,3,3,27,27,1,1
44,Basking shark,499,137654,,U,750,TL,56.61802,-6.46014,Archive,29/07/2014,9/4/2015,258,archival,Yes,15,56.771,-6.379,3,3,27,27,1,1
44,Basking shark,500,137645,,U,750,TL,56.72973,-6.78706,Histograms,25/07/2014,4/10/2014,63,transmitted,No,NA,56.4249,-7.0546,3,3,27,27,1,1
44,Basking shark,501,137648,,F,650,TL,56.64782,-6.8302,Histograms,25/07/2014,26/09/2014,64,transmitted,No,NA,55.2701,-6.8003,3,3,27,27,1,1
44,Basking shark,502,137650,,F,750,TL,56.70544,-6.45066,Histograms,31/07/2014,14/11/2014,89,transmitted,No,NA,55.2595,-6.792,3,3,27,27,1,1
44,Basking shark,503,137652,,U,650,TL,56.62828,-6.45879,Histograms,29/07/2014,18/11/2014,92,transmitted,No,NA,55.37,-6.6734,3,3,27,27,1,1
45,Whale shark,504,07A0168,,M,400,TL,-22.75,113.62,Archive,26/04/2008,2/5/2008,7,archival,Yes,10,NA,NA,16,NA,57,NA,1,1
45,Whale shark,505,07A0168.2009July22,,M,700,TL,-22.75,113.62,Archive,4/5/2008,3/6/2008,31,archival,Yes,10,NA,NA,16,NA,57,NA,1,1
45,Whale shark,506,07A0172.20080926,,M,400,TL,-22.75,113.62,Archive,25/04/2008,18/05/2008,24,archival,Yes,10,NA,NA,16,NA,57,NA,1,1
45,Whale shark,507,57212,04L0140,U,450,TL,-22.75,113.62,Archive,5/5/2005,3/6/2005,30,archival,Yes,10,NA,NA,16,NA,57,NA,1,1
46,Whale shark,508,07L0235,,M,500,TL,-10.49,105.96,Archive,17/01/2008,14/04/2008,89,archival,Yes,60,NA,NA,13,NA,57,NA,1,1
47,Tiger shark,509,112979,112979,F,325,TL,26.86,-79.0383,Archive,13/12/2011,6/3/2012,85,archival,Yes,240,NA,NA,11,NA,31,NA,1,1
47,Tiger shark,510,112981,112981,F,332,TL,26.86,-79.038333,Archive,14/12/2011,27/02/2012,76,archival,Yes,240,NA,NA,11,NA,31,NA,1,1
47,Tiger shark,511,112982,112982,F,196,TL,25.036,-77.242,Time-series,8/9/2012,19/10/2012,38,transmitted,Yes,300,NA,NA,11,NA,31,NA,1,1
47,Tiger shark,512,112988,112988,F,305,TL,26.86,-79.038333,Time-series,14/12/2011,20/03/2012,66,transmitted,Yes,240,NA,NA,11,NA,31,NA,1,1
NA,NA,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,Blacktip shark,514,172297,172297,F,129.4,CPL,29.239017,-94.5718,Archive,12/9/2017,13/10/2017,31,archival,Yes,1,29.5303,-94.3168,11,11,31,31,1,1
48,Blacktip shark,515,172300,172300,F,112,CPL,29.253433,-94.60093333,Archive,12/9/2017,13/10/2017,31,archival,Yes,1,29.5127,-93.8889,11,11,31,31,1,1
48,Blacktip shark,516,163969,163969,F,106.5,CPL,29.18289,-89.88867,Archive,18/10/2016,7/3/2017,141,archival,Yes,3,29.6812,-93.9851,11,11,31,31,1,1
48,Blacktip shark,517,163958,163958,F,114,CPL,29.1829,-89.88888,Archive,18/10/2017,4/2/2017,109,archival,Yes,3,29.1864,-94.7451,11,11,31,31,1,1
48,Blacktip shark,518,171793,171793,F,105,CPL,26.619617,-82.23786667,Archive,28/09/2017,24/02/2018,150,archival,Yes,3,25.849,-81.7204,11,11,31,31,1,1
49,Bull shark,519,175048,175048,M,167,TL,29.577222,-94.31444,Archive,8/8/2018,4/9/2018,29,archival,Yes,10,28.619963,-95.97449,11,11,31,31,1,1
50,Scalloped hammerhead shark,520,151753,151753,M,245,TL,27.875,-96.375,Time-series,5/11/2015,4/2/2016,92,transmitted,Yes,300,28.375,-95.375,11,11,31,31,1,1
51,White shark,521,172755,172755,M,158,FL,41.03,-71.87,Time-series,12/8/2017,8/9/2017,28,transmitted,Yes,300,40.75,-72.43,11,11,21,21,1,1
51,White shark,522,172758,172758,M,143,FL,41.03,-71.87,Time-series,14/08/2017,6/9/2017,24,transmitted,Yes,300,40.59,-72.3,11,11,21,21,1,1
51,White shark,523,172756,172756,M,138,FL,41.03,-71.87,Time-series,17/08/2017,13/09/2017,28,transmitted,Yes,300,40.94,-72.05,11,11,21,21,1,1
51,White shark,524,172757,172757,F,155,FL,41.03,-71.87,Time-series,20/08/2017,16/09/2017,28,transmitted,Yes,300,40.91,-72.24,11,11,21,21,1,1
51,White shark,525,172754,172754,F,153,FL,41.03,-71.87,Time-series,20/08/2017,16/09/2017,28,transmitted,Yes,300,40.5,-73.6,11,11,21,21,1,1
51,White shark,526,176570,176570,M,160,FL,40.58,-73.35,Time-series,19/07/2018,15/08/2018,28,transmitted,Yes,300,40.99,-71.97,11,11,21,21,1,1
51,White shark,527,176149,176149,M,138,FL,41.03,-71.87,Time-series,11/8/2019,7/9/2019,28,transmitted,Yes,300,40.86218,-72.2857,11,11,21,21,1,1
51,White shark,528,176150,176150,F,134,FL,41.03,-71.87,Time-series,12/8/2019,8/9/2019,28,transmitted,Yes,300,39.73958,-73.65134,11,11,21,21,1,1
51,White shark,529,183802,183802,F,136,FL,41.03,-71.87,Time-series,12/8/2019,8/9/2019,28,transmitted,Yes,300,40.810767,-72.011617,11,11,21,21,1,1
51,White shark,530,176572,176572,F,131,FL,41.03,-71.87,Time-series,12/8/2019,8/9/2019,28,transmitted,Yes,300,40.906233,-72.241083,11,11,21,21,1,1
51,White shark,531,176571,176571,M,155,FL,41.03,-71.87,Time-series,15/08/2019,11/9/2019,28,transmitted,Yes,300,40.88915,-72.179617,11,11,21,21,1,1
51,White shark,532,183801,183801,F,139,FL,41.03,-71.87,Time-series,16/08/2019,12/9/2019,28,transmitted,Yes,300,41.277033,-68.077967,11,11,21,21,1,1
52,Bull shark,533,92733,92733,F,247,TL,-26.743596,32.91774,Archive,28/11/2015,12/2/2016,77,archival,Yes,25,-28.967868,31.76578,27,27,51,51,1,1
52,Bull shark,534,92762,92762,M,245,TL,-26.743596,32.91774,Archive,7/12/2015,18/01/2016,43,archival,Yes,10,-26.743596,32.91774,27,27,51,51,1,1
52,Bull shark,535,92764,92764,M,286,TL,-26.743596,32.91774,Histograms,9/5/2015,6/8/2015,52,transmitted,No,NA,-26.855,32.905,27,27,51,51,1,1
52,Bull shark,536,94259,94259,F,279,TL,-21.5492,35.509879,Archive,12/4/2019,10/7/2019,91,archival,Yes,3,-21.57,35.502,13,13,51,51,1,1
52,Bull shark,537,104660,11P0579,F,254,TL,-26.743596,32.91774,Archive,28/11/2015,13/01/2016,48,archival,Yes,25,-27.338,32.755,27,27,51,51,1,1
52,Bull shark,538,104668,104668,F,271,TL,-26.743596,32.91774,Time-series,7/12/2015,17/01/2016,15,transmitted,Yes,600,-26.756,32.936,27,27,51,51,1,1
52,Bull shark,539,104670,11P0582,M,279,TL,-26.743596,32.91774,Archive,29/11/2015,3/1/2016,37,archival,Yes,25,-27.609,32.769,27,27,51,51,1,1
52,Bull shark,540,112783,112783,F,275,TL,-21.5492,35.509879,Time-series,20/04/2019,26/06/2019,8,transmitted,Yes,600,-20.735,35.041,13,13,51,51,1,1
52,Bull shark,541,168862,17P0529,F,285,TL,-26.743596,32.91774,Archive,14/12/2017,13/06/2018,181,archival,Yes,5,-28.018,32.576,27,27,51,51,1,1
52,Bull shark,542,168867,17P0536,M,237,TL,-26.743596,32.91774,Archive,8/12/2017,6/6/2018,181,archival,Yes,5,-26.49,32.918,27,27,51,51,1,1
52,Bull shark,543,168868,17P0537,M,253,TL,-26.743596,32.91774,Time-series,15/12/2017,12/6/2018,147,transmitted,Yes,600,-20.2,35.877,27,13,51,51,0,1
52,Bull shark,544,168870,17P0541,F,276,TL,-26.743596,32.91774,Archive,10/12/2017,9/6/2018,182,archival,Yes,5,-27.217,32.974,27,27,51,51,1,1
52,Bull shark,545,168872,17P0615,F,288,TL,-26.743596,32.91774,Archive,13/12/2017,11/6/2018,181,archival,Yes,5,-27.547,32.679,27,27,51,51,1,1
53,Bull shark,546,168873,17P0617,M,222,TL,-34.403517,20.813984,Archive,6/2/2019,5/8/2019,178,archival,Yes,5,-25.4403,33.0415,27,27,47,51,1,0
53,Bull shark,547,168859,17P0491,M,256,TL,-34.403517,20.813984,Time-series,20/02/2019,3/8/2019,25,transmitted,Yes,600,-17.5401,38.2097,27,13,47,51,0,0
53,Bull shark,548,168861,17P0527,M,278,TL,-34.403517,20.813984,Time-series,5/2/2019,1/8/2019,120,transmitted,Yes,600,-17.604,37.4674,27,13,47,51,0,0
53,Bull shark,549,168863,17P0530,M,286,TL,-34.403517,20.813984,Time-series,4/2/2019,1/8/2019,36,transmitted,Yes,600,-19.4807,37.3835,27,13,47,51,0,0
54,Tiger shark,550,43908,43908,F,210,FL,18.18746,-64.96025,Archive,6/6/2008,22/06/2008,17,archival,Yes,236,18.125,-65.736,11,11,31,31,1,1
54,Tiger shark,551,43915,43915,M,290,FL,18.18822,-64.96726,Archive,5/6/2008,2/7/2008,28,archival,Yes,248,18.24,-65.181,11,11,31,31,1,1
54,Tiger shark,552,43953,43953,M,224,FL,18.189,-64.96188,Archive,4/6/2008,13/06/2008,10,archival,Yes,216,18.789,-64.219,11,21,31,31,0,1
54,Tiger shark,553,43954,43954,M,287,FL,18.187,-64.966,Archive,3/6/2008,29/06/2008,27,archival,Yes,233,18.648,-64.147,11,21,31,31,0,1
54,Tiger shark,554,44193,44193,F,233,FL,18.18769,-64.96143,Time-series,23/03/2008,28/08/2008,159,transmitted,Yes,900,17.752,-64.567,11,11,31,31,1,1
54,Tiger shark,555,44202,44202,F,266,FL,18.1892,-64.956,Time-series,22/03/2008,24/04/2008,32,transmitted,Yes,900,25.574,-61.866,11,21,31,31,0,1
54,Tiger shark,556,44279,44279,F,290,FL,18.18916,-64.95645,Archive,21/03/2008,16/04/2008,27,archival,Yes,229,9.68623,-58.8762,11,11,31,31,1,1
55,Tiger shark,557,85897,85897,M,305,FL,32.0657,-65.0199,Time-series,5/8/2009,4/2/2010,184,transmitted,Yes,900,22,-61.678,18,21,31,31,0,1
55,Tiger shark,558,85911,85911,M,277,FL,31.98988,-65.01344,Time-series,3/10/2009,19/11/2009,48,transmitted,Yes,900,21.062,-71.332,18,11,31,31,0,1
56,Shortfin mako shark,559,43958,43958,F ,190.5,FL,41.067,-70.844,Time-series,15/08/2007,14/12/2007,123,transmitted,Yes,900,23.445,-77.196,11,11,21,31,1,0
56,Shortfin mako shark,560,85901,85901,U,244,FL,41.034,-71.8087,Time-series,1/9/2008,28/02/2009,182,transmitted,Yes,900,32.425,-78.721,11,11,21,31,1,0
57,Shortfin mako shark,561,113675,113675,M,183,FL,21.425,-86.49166667,Time-series,28/03/2012,26/08/2012,152,transmitted,Yes,900,30.245,-87.726,11,11,31,31,1,1
57,Shortfin mako shark,562,113676,113676,F,150,FL,21.3833,-86.4917,Time-series,30/03/2012,10/6/2012,73,transmitted,Yes,900,20.064,-95.465,11,11,31,31,1,1
58,Tiger shark,563,62343,62343,F,276,FL,-22.97,113.76,Histograms,21/06/2007,3/7/2007,8,transmitted,No,NA,NA,NA,16,NA,57,NA,1,1
59,Caribbean reef shark,564,49969,49969,F,195,TL,24.848,-76.382,Time-series,1/9/2011,1/10/2011,31,transmitted,Yes,300,24.855,-76.389,11,11,31,31,1,1
59,Caribbean reef shark,565,49970,49970,F,218,TL,24.841,-76.379,Time-series,3/9/2011,3/10/2011,31,transmitted,Yes,300,24.873,-76.354,11,11,31,31,1,1
59,Caribbean reef shark,566,49971,49971,M,182,TL,24.588,-76.032,Time-series,10/11/2011,10/12/2011,31,transmitted,Yes,300,NA,NA,11,NA,31,NA,1,1
59,Caribbean reef shark,567,49972,49972,F,196,TL,24.848,-76.382,Archive,1/9/2011,1/10/2011,31,archival,Yes,300,24.842,-76.395,11,11,31,31,1,1
59,Caribbean reef shark,568,49973,49973,M,165,TL,24.601,-76.019,Archive,16/11/2011,16/12/2011,31,archival,Yes,300,NA,NA,11,NA,31,NA,1,1
59,Caribbean reef shark,569,107800,107800,F,183,TL,24.588,-76.032,Archive,10/11/2011,9/7/2012,243,archival,Yes,120,24.608,-75.933,11,11,31,31,1,1
59,Caribbean reef shark,570,115970,115970,F,204,TL,24.632,-76.031,Time-series,25/11/2012,23/07/2013,234,transmitted,Yes,900,24.607,-76.105,11,11,31,31,1,1
59,Caribbean reef shark,571,115971,115971,M,180,TL,24.63,-76.058,Archive,16/03/2013,7/8/2013,145,archival,Yes,120,24.806,-76.739,11,11,31,31,1,1
59,Caribbean reef shark,572,115973,115973,F,182,TL,24.616,-76.028,Time-series,25/11/2012,24/07/2013,238,transmitted,Yes,900,24.595,-76.055,11,11,31,31,1,1
59,Caribbean reef shark,573,115974,115974,M,175,TL,24.746,-76.284,Time-series,28/06/2013,20/12/2013,175,transmitted,Yes,900,24.746,-76.657,11,11,31,31,1,1
60,School shark,574,108745,108745,F,140,TL,-40.71,-62.24,Archive,14/11/2011,1/12/2011,18,archival,Yes,5,-40.34,-61.91,24,24,41,41,1,1
60,School shark,575,108746,108746,F,136,TL,-40.59,-62.27,Histograms,13/11/2011,24/11/2011,12,transmitted,No,NA,-41.45,-61.94,24,24,41,41,1,1
61,Galapagos shark,576,63996,63996,F,189.5,TL,1.228,-91.4866,Time-at-depth,23/07/2006,9/9/2006,48,transmitted,No,NA,2.25,-93.089,12,12,87,87,1,1
62,Blacktip shark,577,63994,63994,F,221,TL,1.409,-91.5994,Time-at-depth,25/07/2006,16/08/2006,23,transmitted,No,NA,2.155,-93.973,12,12,87,87,1,1
62,Blacktip shark,578,63990,63990,F,218,TL,1.4094,-91.59931,Time-at-depth,25/07/2006,7/9/2006,33,transmitted,No,NA,1.363,-91.914,12,12,87,87,1,1
62,Blacktip shark,579,63993,63993,F,220,TL,1.40938,-91.59431,Time-at-depth,26/07/2006,12/9/2006,48,transmitted,No,NA,1.236,-92.908,12,12,87,87,1,1
62,Blacktip shark,580,63992,63992,M,214,TL,1.4094,-91.59942,Time-at-depth,26/07/2006,12/10/2006,60,transmitted,No,NA,1.013,-92.132,12,12,87,87,1,1
62,Blacktip shark,581,63989,63989,M,208,TL,1.409,-91.59941,Time-at-depth,27/07/2006,13/08/2006,18,transmitted,No,NA,1.453,-100.334,12,22,87,87,0,1
63,Silky shark,582,61956,61956,F,215,TL,1.4094,-91.59954,Time-at-depth,27/07/2006,4/8/2006,9,transmitted,No,NA,0.45,-88.719,12,12,87,87,1,1
63,Silky shark,583,63988,63988,F,171,TL,1.2265,-91.49362,Time-at-depth,26/07/2006,12/9/2006,48,transmitted,No,NA,5.328,-100.913,12,22,87,77,0,0
64,Reef manta ray,584,140916,140916,M,300,DW,-20.7135,166.3869,Histograms,3/12/2015,19/02/2016,76,transmitted,No,NA,-20.7169,166.4774,16,16,71,71,1,1
64,Reef manta ray,585,167755,167755,M,330,DW,-22.4958,166.4405,Histograms,30/01/2017,23/03/2017,53,transmitted,No,NA,-22.0089,165.9417,16,16,71,71,1,1
64,Reef manta ray,586,163079,163079,M,350,DW,-22.3625,166.2562,Histograms,31/01/2017,14/06/2017,86,transmitted,No,NA,-22.0089,165.9417,16,16,71,71,1,1
64,Reef manta ray,587,151348,151348,F,240,DW,-22.3625,166.2562,Histograms,31/01/2017,19/03/2017,38,transmitted,No,NA,-21.7807,166.4956,16,16,71,71,1,1
64,Reef manta ray,588,151349,151349,M,260,DW,-22.3625,166.2562,Histograms,31/01/2017,20/03/2017,49,transmitted,No,NA,-22.848,167.0541,16,16,71,71,1,1
64,Reef manta ray,589,167754,167754,M,330,DW,-22.4958,166.4405,Histograms,6/2/2017,20/05/2017,45,transmitted,No,NA,-22.853,166.8762,16,16,71,71,1,1
